3.991926e+002,0.000000e+000
4.001569e+002,9.937773e+001
4.011211e+002,9.919858e+001
4.020853e+002,9.911333e+001
4.030496e+002,9.914800e+001
4.040138e+002,9.926922e+001
4.049780e+002,9.941148e+001
4.059423e+002,9.950786e+001
4.069065e+002,9.951836e+001
4.078707e+002,9.944476e+001
4.088350e+002,9.932839e+001
4.097992e+002,9.922527e+001
4.107634e+002,9.917730e+001
4.117277e+002,9.919085e+001
4.126919e+002,9.924026e+001
4.136561e+002,9.928401e+001
4.146204e+002,9.928814e+001
4.155846e+002,9.924203e+001
4.165488e+002,9.916888e+001
4.175131e+002,9.911609e+001
4.184773e+002,9.912800e+001
4.194415e+002,9.920293e+001
4.204058e+002,9.928542e+001
4.213700e+002,9.930758e+001
4.223342e+002,9.924052e+001
4.232985e+002,9.910419e+001
4.242627e+002,9.894642e+001
4.252269e+002,9.881322e+001
4.261912e+002,9.872983e+001
4.271554e+002,9.869267e+001
4.281196e+002,9.867687e+001
4.290839e+002,9.865054e+001
4.300481e+002,9.859260e+001
4.310123e+002,9.850243e+001
4.319766e+002,9.839960e+001
4.329408e+002,9.831179e+001
4.339050e+002,9.825935e+001
4.348693e+002,9.824252e+001
4.358335e+002,9.824181e+001
4.367977e+002,9.822974e+001
4.377620e+002,9.818732e+001
4.387262e+002,9.811449e+001
4.396904e+002,9.803024e+001
4.406547e+002,9.796120e+001
4.416189e+002,9.792689e+001
4.425831e+002,9.792670e+001
4.435474e+002,9.793916e+001
4.445116e+002,9.793340e+001
4.454758e+002,9.788807e+001
4.464401e+002,9.780283e+001
4.474043e+002,9.769746e+001
4.483685e+002,9.759860e+001
4.493328e+002,9.752600e+001
4.502970e+002,9.748245e+001
4.512612e+002,9.745470e+001
4.522255e+002,9.742142e+001
4.531897e+002,9.736538e+001
4.541539e+002,9.728329e+001
4.551182e+002,9.718858e+001
4.560824e+002,9.710400e+001
4.570466e+002,9.704823e+001
4.580109e+002,9.702207e+001
4.589751e+002,9.700714e+001
4.599393e+002,9.697810e+001
4.609036e+002,9.691951e+001
4.618678e+002,9.683401e+001
4.628320e+002,9.673907e+001
4.637963e+002,9.665654e+001
4.647605e+002,9.660096e+001
4.657247e+002,9.657294e+001
4.666890e+002,9.655903e+001
4.676532e+002,9.653741e+001
4.686174e+002,9.648898e+001
4.695817e+002,9.640699e+001
4.705459e+002,9.630180e+001
4.715101e+002,9.619556e+001
4.724744e+002,9.611066e+001
4.734386e+002,9.605720e+001
4.744028e+002,9.603004e+001
4.753671e+002,9.601510e+001
4.763313e+002,9.600059e+001
4.772955e+002,9.598319e+001
4.782598e+002,9.596827e+001
4.792240e+002,9.596336e+001
4.801882e+002,9.597187e+001
4.811525e+002,9.598755e+001
4.821167e+002,9.599578e+001
4.830809e+002,9.597994e+001
4.840452e+002,9.593152e+001
4.850094e+002,9.585597e+001
4.859736e+002,9.577183e+001
4.869379e+002,9.570093e+001
4.879021e+002,9.565809e+001
4.888663e+002,9.564436e+001
4.898306e+002,9.564758e+001
4.907948e+002,9.564917e+001
4.917590e+002,9.563417e+001
4.927233e+002,9.559821e+001
4.936875e+002,9.554879e+001
4.946517e+002,9.549936e+001
4.956160e+002,9.546028e+001
4.965802e+002,9.543292e+001
4.975444e+002,9.540884e+001
4.985087e+002,9.537434e+001
4.994729e+002,9.531761e+001
5.004371e+002,9.523442e+001
5.014014e+002,9.512978e+001
5.023656e+002,9.501423e+001
5.033299e+002,9.489703e+001
5.042941e+002,9.477968e+001
5.052583e+002,9.465601e+001
5.062226e+002,9.451691e+001
5.071868e+002,9.435827e+001
5.081510e+002,9.418484e+001
5.091153e+002,9.400911e+001
5.100795e+002,9.384462e+001
5.110437e+002,9.369878e+001
5.120079e+002,9.356779e+001
5.129722e+002,9.343740e+001
5.139364e+002,9.328806e+001
5.149006e+002,9.310301e+001
5.158649e+002,9.287544e+001
5.168291e+002,9.261153e+001
5.177933e+002,9.232653e+001
5.187576e+002,9.203517e+001
5.197218e+002,9.174114e+001
5.206860e+002,9.143368e+001
5.216503e+002,9.109064e+001
5.226145e+002,9.068670e+001
5.235787e+002,9.020055e+001
5.245430e+002,8.961969e+001
5.255072e+002,8.894131e+001
5.264714e+002,8.817045e+001
5.274357e+002,8.731530e+001
5.283999e+002,8.638373e+001
5.293641e+002,8.538184e+001
5.303284e+002,8.431667e+001
5.312926e+002,8.320082e+001
5.322568e+002,8.205680e+001
5.332211e+002,8.091848e+001
5.341853e+002,7.982863e+001
5.351495e+002,7.883193e+001
5.361138e+002,7.796738e+001
5.370780e+002,7.726237e+001
5.380422e+002,7.673183e+001
5.390065e+002,7.638181e+001
5.399707e+002,7.621344e+001
5.409349e+002,7.622412e+001
5.418992e+002,7.640565e+001
5.428634e+002,7.673984e+001
5.438276e+002,7.719747e+001
5.447919e+002,7.774101e+001
5.457561e+002,7.833199e+001
5.467203e+002,7.893880e+001
5.476846e+002,7.954153e+001
5.486488e+002,8.013105e+001
5.496130e+002,8.070447e+001
5.505773e+002,8.125932e+001
5.515415e+002,8.179166e+001
5.525057e+002,8.229731e+001
5.534700e+002,8.277574e+001
5.544342e+002,8.323271e+001
5.553984e+002,8.367966e+001
5.563627e+002,8.412948e+001
5.573269e+002,8.459084e+001
5.582911e+002,8.506387e+001
5.592554e+002,8.554010e+001
5.602196e+002,8.600672e+001
5.611838e+002,8.645306e+001
5.621481e+002,8.687539e+001
5.631123e+002,8.727838e+001
5.640765e+002,8.767157e+001
5.650408e+002,8.806440e+001
5.660050e+002,8.846107e+001
5.669692e+002,8.885896e+001
5.679335e+002,8.925070e+001
5.688977e+002,8.962920e+001
5.698619e+002,8.999130e+001
5.708262e+002,9.033890e+001
5.717904e+002,9.067634e+001
5.727546e+002,9.100652e+001
5.737189e+002,9.132784e+001
5.746831e+002,9.163454e+001
5.756473e+002,9.191942e+001
5.766116e+002,9.217833e+001
5.775758e+002,9.241262e+001
5.785400e+002,9.262887e+001
5.795043e+002,9.283511e+001
5.804685e+002,9.303636e+001
5.814327e+002,9.323150e+001
5.823970e+002,9.341405e+001
5.833612e+002,9.357587e+001
5.843254e+002,9.371194e+001
5.852897e+002,9.382327e+001
5.862539e+002,9.391672e+001
